HaveSeenImages,accumulated_accuracy,all_accumulated_accuracy,anRepeatedItem,browser,browser_version,codeversion,condition,correct,correct_appear1,correct_appear2,correct_response,correct_response_key,current_assignmentTypesWithinList,designversion,failed_audio,failed_images,failed_video,fullscreen,height,id,id_picName,internal_node_id,is_changedfullscreen,is_chosenFinal,is_currentObjAppear1,is_finished,is_old,is_studied_appear0_initial,is_studied_appear1_initial,is_studied_appear2_initial,is_tested_appear0_initial,is_tested_appear1_initial,is_tested_appear2_initial,listNum_appear0_initial,listNum_appear1_initial,listNum_appear2_initial,listNum_infinalOrder,listNum_pickedFrom,microphone,mobile,num_CurrObjAppear,os,presPos_digit,question_order,recognition_correct,response,responsesum,rt,session_id,stimulus,stimulusConditionName_nPlusOneTrial,stimulusConditions,stimulus_id,studyPos_appear0_initial,studyPos_appear1_initial,studyPos_appear2_initial,study_id,subject_id,success,sum_currList,task,testPos_appear0_initial,testPos_appear1_initial,testPos_appear2_initial,testPos_final,time_elapsed,timeout,timepassed_mins,trial_document_id,trial_index,trial_type,type_code_studiedCurr,type_code_testiedCurr,type_code_testiedNext,type_comment,vsync_rate,webaudio,webcam,width
,0.7777777777777778,,False,,,2,r,True,True,,,j,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (898).jpg,0.0-5.0-10.0-0.26,0,True,True,0,False,True,True,False,True,True,False,1,1,False,,0,,,1,,,,1,j,,724,6814b5ee10cbb2101b85729a,images/1 (898).jpg,B,B,,26,26,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,27,27,0,96,388968,,6.53,790OVH5uxEgQPtfcAA7I,77,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1280
,,,False,,,2,r,,,,,,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (585).jpg,0.0-6.0-2.0-0.4,0,False,True,0,,True,True,False,True,True,False,2,2,0,,0,,,1,,,,,,,,6814b5ee10cbb2101b85729a,images/1 (585).jpg,B,B,,5,5,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initial_study,1,1,0,0,452339,,7.59,7PBA7ymwkRvfNZ2Doc2C,87,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1280
,,,False,,,2,r,,,,,,T_nontarget,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (2347).jpg,0.0-9.0-2.0-0.20,0,True,True,0,,True,True,False,False,False,False,5,5,0,7,0,,,1,,,,,,,,6814b5ee10cbb2101b85729a,images/1 (2347).jpg,A,A,,21,21,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initial_study,0,0,0,307,951871,,15.91,7SRvR7g2UuA4IJEhmd1a,331,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1280
,,,True,,,2,r,,,,,,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (980).jpg,0.0-14.0-2.0-0.1,0,True,True,0,,True,True,False,True,True,False,10,10,0,6,0,,,1,,,,,,,,6814b5ee10cbb2101b85729a,images/1 (980).jpg,Dn+1,Dn,,2,2,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initial_study,28,28,0,296,1670798,,27.90,7UPQJIFJx7C3lSZRd7zM,692,image-keyboard-response,1,1,1,"current target, in next trial",,,,1280
,0.7916666666666666,,,,,2,r,False,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (696).jpg,0.0-18.0-1.0-0.11,0,True,,0,False,,False,False,,False,False,,0,0,3,0,,,1,,,,0,j,,1592,6814b5ee10cbb2101b85729a,images/1 (696).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,120,2049629,,34.21,7XXpEjC3s0CvtjfgKCUz,885,image-keyboard-response,,,,final Foil,,,,1280
,0.71875,,,,,2,r,True,,,,j,T_foil,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (478).jpg,0.0-21.0-1.0-0.35,0,True,,0,True,,False,False,,True,False,,2,False,6,2,,,,,,,1,j,,1189,6814b5ee10cbb2101b85729a,images/1 (478).jpg,,Fn,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,11,0,288,2291328,,38.24,7hUZHUowS6CvLHMeQAyq,1053,image-keyboard-response,,,,"tested only, not in next trial",,,,1280
,0.7803030303030303,,,,,2,r,True,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1629).jpg,0.0-18.0-1.0-0.23,0,True,,0,False,,False,False,,False,False,,0,0,3,8,,,1,,,,1,f,,2144,6814b5ee10cbb2101b85729a,images/1 (1629).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,132,2069247,,34.54,7iDilnF5JfR4wIdg9ZrG,897,image-keyboard-response,,,,final Foil,,,,1280
,0.7913669064748201,,,,,2,r,True,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1733).jpg,0.0-18.0-1.0-0.30,0,True,,0,False,,False,False,,False,False,,0,0,3,10,,,1,,,,1,f,,1953,6814b5ee10cbb2101b85729a,images/1 (1733).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,139,2080013,,34.72,7j9qUtRAUgFAPzb7DMjt,904,image-keyboard-response,,,,final Foil,,,,1280
,0.6086956521739131,,False,,,2,r,False,False,,,j,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (944).jpg,0.0-14.0-10.0-0.22,0,True,True,0,False,True,True,False,True,True,False,10,10,0,,0,,,1,,,,0,f,,1408,6814b5ee10cbb2101b85729a,images/1 (944).jpg,B,B,,22,22,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,23,23,0,194,1806660,,30.16,7jBQtHCRPNyIlh0jMudv,757,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1280
,,,False,,,2,r,,,,,,T_nontarget,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1477).jpg,0.0-11.0-2.0-0.1,0,True,True,0,,True,True,False,False,False,False,7,7,0,2,0,,,1,,,,,,,,6814b5ee10cbb2101b85729a,images/1 (1477).jpg,A,A,,2,2,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initial_study,0,0,0,85,1212238,,20.25,7pXvOuXZt7NVO2Mj5IJg,464,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1280
,,,,,,2,r,,,,,,,3,,,,,720,67eac4d6bf3d1c4df7bd65df,,0.0-9.0-5.0-0.5,0,,,0,,,,,,,,5,,,,,,,,,6,,,,,,6814b5ee10cbb2101b85729a,9,,,9,,,,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,62,digitPresentation,,,,,991337,,16.57,7rsGHt3w2Rz1F1cT8sIk,348,html-keyboard-response,,,,,,,,1280
,0.7119815668202762,,,,,2,r,False,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1938).jpg,0.0-24.0-1.0-0.37,0,True,,0,False,,False,False,,False,False,,0,0,9,6,,,1,,,,0,j,,1013,6814b5ee10cbb2101b85729a,images/1 (1938).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,434,2473220,,41.27,7u4OFFF8KVDSYlRf57Rj,1199,image-keyboard-response,,,,final Foil,,,,1280
,0.7289719626168223,,,,,2,r,True,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (694).jpg,0.0-22.0-1.0-0.20,0,True,,0,False,,False,False,,False,False,,0,0,7,0,,,1,,,,1,f,,1023,6814b5ee10cbb2101b85729a,images/1 (694).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,321,2333587,,38.94,7vhDPCOkF8mHNtdjB277,1086,image-keyboard-response,,,,final Foil,,,,1280
,,,,,,2,r,,,,,,,3,,,,,720,67eac4d6bf3d1c4df7bd65df,,0.0-5.0-5.0-0.0,0,,,0,,,,,,,,1,,,,,,,,,1,,,,,,6814b5ee10cbb2101b85729a,4,,,4,,,,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,50,digitPresentation,,,,,309681,,5.21,7zfMx9JgqSUQQGkooBCy,39,html-keyboard-response,,,,,,,,1280
,0.7188264058679704,,,,,2,r,True,,,,j,T_nontarget,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (929).jpg,0.0-24.0-1.0-0.12,0,True,,0,True,,True,False,,False,False,,6,0,9,0,,,,,,,1,j,,994,6814b5ee10cbb2101b85729a,images/1 (929).jpg,,A,,,13,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,409,2441480,,40.74,872vSknchXwA5PPQ1A1B,1174,image-keyboard-response,,,,"studied only, not in trial",,,,1280
,,,,,,2,r,,,,,,,3,,,,,720,67eac4d6bf3d1c4df7bd65df,,0.0-6.0-5.0-0.3,0,,,0,,,,,,,,2,,,,,,,,,4,,,,,,6814b5ee10cbb2101b85729a,7,,,7,,,,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,56,digitPresentation,,,,,519564,,8.71,8JnVc0mMoZdian0Ao5oL,118,html-keyboard-response,,,,,,,,1280
,0.6666666666666666,,True,,,2,r,True,True,,,j,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1330).jpg,0.0-12.0-10.0-0.20,0,True,True,0,False,True,True,False,True,True,True,8,8,9,,0,,,1,,,,1,j,,1366,6814b5ee10cbb2101b85729a,images/1 (1330).jpg,Dn+1,Dn,,25,25,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,21,21,16,468,1495852,,24.98,8XGYmh9tc4d0AhfogxdQ,603,image-keyboard-response,1,1,1,"current target, in next trial",,,,1280
,0.7246835443037976,,,,,2,r,True,,,,j,T_nontarget,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1374).jpg,0.0-22.0-1.0-0.15,0,True,,0,True,,True,False,,False,False,,7,0,7,0,,,,,,,1,j,,1316,6814b5ee10cbb2101b85729a,images/1 (1374).jpg,,A,,,23,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,316,2328204,,38.85,8bXzsP3zTgiAaXwc3hP0,1081,image-keyboard-response,,,,"studied only, not in trial",,,,1280
,,,,,,2,r,,,,,,,3,,,,,720,67eac4d6bf3d1c4df7bd65df,,0.0-12.0-5.0-0.7,0,,,0,,,,,,,,8,,,,,,,,,8,,,,,,6814b5ee10cbb2101b85729a,7,,,7,,,,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,55,digitPresentation,,,,,1450980,,24.23,8byCh7lX7OQCZsynAUn5,578,html-keyboard-response,,,,,,,,1280
,0.724025974025974,,,,,2,r,False,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (85).jpg,0.0-22.0-1.0-0.7,0,True,,0,False,,False,False,,False,False,,0,0,7,5,,,1,,,,0,j,,1232,6814b5ee10cbb2101b85729a,images/1 (85).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,308,2315985,,38.65,8d4KUBtwxczhkRyIjwIo,1073,image-keyboard-response,,,,final Foil,,,,1280
,0.7872340425531915,,,,,2,r,False,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (985).jpg,0.0-16.0-1.0-0.46,0,True,,0,False,,False,False,,False,False,,0,0,1,0,,,1,,,,0,j,,1505,6814b5ee10cbb2101b85729a,images/1 (985).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,47,1940705,,32.39,8dHkcrSyXFUEwV9onKkW,812,image-keyboard-response,,,,final Foil,,,,1280
,0.8032786885245902,,,,,2,r,True,,,,j,T_nontarget,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (586).jpg,0.0-17.0-1.0-0.0,0,True,,0,True,,True,False,,False,False,,7,0,2,0,,,,,,,1,j,,1144,6814b5ee10cbb2101b85729a,images/1 (586).jpg,,A,,,6,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,61,1963892,,32.78,8fEdixlDpVZtJtlW5l3c,826,image-keyboard-response,,,,"studied only, not in trial",,,,1280
,,,True,,,2,r,,,,,,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1783).jpg,0.0-6.0-2.0-0.12,0,True,True,0,,True,True,False,True,True,True,2,2,3,10,0,,,1,,,,,,,,6814b5ee10cbb2101b85729a,images/1 (1783).jpg,Dn+1,Dn,,13,13,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initial_study,6,6,17,475,469269,,7.87,8pK5408ZXAQvPITeEdua,95,image-keyboard-response,1,1,1,"current target, in next trial",,,,1280
,,,False,,,2,r,,,,,,T_nontarget,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1659).jpg,0.0-6.0-2.0-0.5,0,False,True,0,,True,True,False,False,False,False,2,2,0,,0,,,1,,,,,,,,6814b5ee10cbb2101b85729a,images/1 (1659).jpg,A,A,,6,6,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initial_study,0,0,0,0,454453,,7.62,8qcopw0PsR3vW4kZAG2B,88,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1280
,0.7624309392265194,,,,,2,r,True,,,,j,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1867).jpg,0.0-19.0-1.0-0.24,0,True,,0,True,,True,False,,True,False,,5,0,4,0,,,,,,,1,j,,846,6814b5ee10cbb2101b85729a,images/1 (1867).jpg,,B,,,1,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,17,0,181,2143631,,35.78,8tnRXD4ZIlvjWhzsJzzE,946,image-keyboard-response,,,,"current target, not in next trial",,,,1280
,0.3333333333333333,,True,,,2,r,False,,False,,f,T_foil,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (302).jpg,0.0-11.0-10.0-0.5,0,True,False,0,False,False,True,False,True,False,True,7,6,7,,0,,,2,,,,0,j,,1022,6814b5ee10cbb2101b85729a,images/1 (302).jpg,Cn,Cn,,0,4,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,6,0,6,108,1317280,,22.00,8zDRTvbhBIv6mPxO2Tcc,512,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,1280
,0.631578947368421,,False,,,2,r,True,True,,,j,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1712).jpg,0.0-6.0-10.0-0.18,0,False,True,0,False,True,True,False,True,True,False,2,2,False,,0,,,1,,,,1,j,,1735,6814b5ee10cbb2101b85729a,images/1 (1712).jpg,B,B,,30,30,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,19,19,0,0,574863,,9.63,8zzIglCePkkwJfN46qmD,145,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1280
,0.6,,True,,,2,r,True,True,,,j,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1389).jpg,0.0-5.0-10.0-0.4,0,True,True,0,False,True,True,False,True,True,True,1,1,2,,0,,,1,,,,1,j,,1914,6814b5ee10cbb2101b85729a,images/1 (1389).jpg,Dn+1,Dn,,10,10,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,5,5,13,269,359042,,6.03,90l5eUQ8e4cRl02mpZoX,55,image-keyboard-response,1,1,1,"current target, in next trial",,,,1280
,0.7197231833910035,,,,,2,r,True,False,True,,j,T_foil,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (889).jpg,0.0-21.0-1.0-0.36,0,True,,0,True,,False,False,,True,True,,4,5,6,4,,,,,,,1,j,,931,6814b5ee10cbb2101b85729a,images/1 (889).jpg,,Fnn,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,10,3,289,2292370,,38.26,90oOZCJ8HJwNdXdrnVmU,1054,image-keyboard-response,,,,"tested only, in next trial",,,,1280
,0.6363636363636364,,False,,,2,r,True,True,,,j,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (633).jpg,0.0-10.0-10.0-0.10,0,True,True,0,False,True,True,False,True,True,False,6,6,False,,0,,,1,,,,1,j,,1047,6814b5ee10cbb2101b85729a,images/1 (633).jpg,B,B,,24,24,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,11,11,0,486,1175284,,19.64,91QW0mOk8D5EFlnazkZx,441,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1280
,,,,,,2,r,,,,,,,3,,,,,720,67eac4d6bf3d1c4df7bd65df,,0.0-8.0-5.0-0.3,0,,,0,,,,,,,,4,,,,,,,,,4,,,,,,6814b5ee10cbb2101b85729a,8,,,8,,,,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,52,digitPresentation,,,,,835528,,13.97,967L3vIp99Ug8D7TcgWt,270,html-keyboard-response,,,,,,,,1280
,0.7164835164835163,,,,,2,r,True,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1151).jpg,0.0-25.0-1.0-0.10,0,True,,0,False,,False,False,,False,False,,0,0,10,9,,,1,,,,1,f,,970,6814b5ee10cbb2101b85729a,images/1 (1151).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,455,2499521,,41.71,98w8Sgm46R8QIPXYTUFG,1220,image-keyboard-response,,,,final Foil,,,,1280
,,,,,,2,r,,,,,,,3,,,,,720,67eac4d6bf3d1c4df7bd65df,,0.0-11.0-5.0-0.2,0,,,0,,,,,,,,7,,,,,,,,,3,,,,,,6814b5ee10cbb2101b85729a,6,,,6,,,,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,42,digitPresentation,,,,,1282798,,21.43,9BH9lGj46hWEnvWUs1pg,497,html-keyboard-response,,,,,,,,1280
,0.5,,True,,,2,r,False,,False,,f,T_foil,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (837).jpg,0.0-8.0-10.0-0.1,0,True,False,0,False,False,True,False,True,False,True,4,3,4,,0,,,2,,,,0,j,,2416,6814b5ee10cbb2101b85729a,images/1 (837).jpg,Cn,Cn,,0,22,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,2,0,2,432,862310,,14.42,9E4pWFyjY3DrZ14Ll2Xh,280,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,1280
,0.625,,True,,,2,r,False,,False,,f,T_foil,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1850).jpg,0.0-10.0-10.0-0.7,0,False,False,0,False,False,True,False,True,False,True,6,5,6,,0,,,2,,,,0,j,,953,6814b5ee10cbb2101b85729a,images/1 (1850).jpg,Cn,Cn,,0,6,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,8,0,8,0,1171311,,19.57,9MwWkQpikUBKjoci9rga,438,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,1280
,0.5652173913043478,,True,,,2,r,True,True,True,,f,T_foil,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1774).jpg,0.0-11.0-10.0-0.22,0,False,False,0,False,False,True,False,True,True,True,7,6,7,,0,,,2,,,,1,f,,1421,6814b5ee10cbb2101b85729a,images/1 (1774).jpg,Dn,Dn,,0,5,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,23,5,23,0,1343368,,22.44,9N6OE6gJWE4NlJQy5dWO,529,image-keyboard-response,1,1,1,"current target, in next trial, from last trial",,,,1280
,,,False,,,2,r,,,,,,T_nontarget,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (2170).jpg,0.0-14.0-2.0-0.5,0,True,True,0,,True,True,False,False,False,False,10,10,0,6,0,,,1,,,,,,,,6814b5ee10cbb2101b85729a,images/1 (2170).jpg,A,A,,6,6,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initial_study,0,0,0,261,1679296,,28.04,9PLqd1BIYENCas6tWyVf,696,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1280
,0.7217847769028869,,,,,2,r,True,,,,j,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1444).jpg,0.0-23.0-1.0-0.32,0,True,,0,True,,True,False,,True,False,,8,0,8,0,,,,,,,1,j,,1063,6814b5ee10cbb2101b85729a,images/1 (1444).jpg,,B,,,24,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,12,0,381,2405230,,40.14,9QfzIp2nCg8q0hmv7FrP,1146,image-keyboard-response,,,,"current target, not in next trial",,,,1280
,0.7304347826086954,,,,,2,r,False,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (2057).jpg,0.0-22.0-1.0-0.44,0,True,,0,False,,False,False,,False,False,,0,0,7,5,,,1,,,,0,j,,1024,6814b5ee10cbb2101b85729a,images/1 (2057).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,345,2361467,,39.41,9SROZAkKTfaPEOgQn9sA,1110,image-keyboard-response,,,,final Foil,,,,1280
,0.8103448275862069,,,,,2,r,True,,,,j,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (958).jpg,0.0-16.0-1.0-0.57,0,True,,0,True,,True,False,,True,False,,10,0,1,0,,,,,,,1,j,,1040,6814b5ee10cbb2101b85729a,images/1 (958).jpg,,B,,,16,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,30,0,58,1960062,,32.72,9YVyBDmsWl4BpFtVzLn1,823,image-keyboard-response,,,,"current target, not in next trial",,,,1280
,0.6363636363636364,,False,,,2,r,False,False,,,j,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (513).jpg,0.0-14.0-10.0-0.21,0,True,True,0,False,True,True,False,True,True,False,10,10,0,,0,,,1,,,,0,f,,1631,6814b5ee10cbb2101b85729a,images/1 (513).jpg,B,B,,11,11,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,22,22,0,44,1805142,,30.13,9b2Zeoz6u3h79v2zOqQz,756,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1280
,,,False,,,2,r,,,,,,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1784).jpg,0.0-9.0-2.0-0.13,0,True,True,0,,True,True,False,True,True,False,5,5,0,1,0,,,1,,,,,,,,6814b5ee10cbb2101b85729a,images/1 (1784).jpg,B,B,,14,14,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initial_study,16,16,0,35,937032,,15.67,9dzQfQQbXxHCyKTtKmv4,324,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1280
,0.7228464419475655,,,,,2,r,True,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1020).jpg,0.0-21.0-1.0-0.14,0,True,,0,False,,False,False,,False,False,,0,0,6,6,,,1,,,,1,f,,1485,6814b5ee10cbb2101b85729a,images/1 (1020).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,267,2263957,,37.78,9eSHnTctzC8m9juvyFdJ,1032,image-keyboard-response,,,,final Foil,,,,1280
,0.7375,,,,,2,r,True,,,,j,T_nontarget,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1744).jpg,0.0-20.0-1.0-0.35,0,True,,0,True,,True,False,,False,False,,3,0,5,0,,,,,,,1,j,,1547,6814b5ee10cbb2101b85729a,images/1 (1744).jpg,,A,,,17,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,240,2227945,,37.18,9fXFbeuPpJ0JDhiOPdMM,1005,image-keyboard-response,,,,"studied only, not in trial",,,,1280
,0.7657142857142857,,,,,2,r,True,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1597).jpg,0.0-19.0-1.0-0.18,0,True,,0,False,,False,False,,False,False,,0,0,4,8,,,1,,,,1,f,,1042,6814b5ee10cbb2101b85729a,images/1 (1597).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,175,2135201,,35.64,9jmP7zPGD2Ve3xlavFjL,940,image-keyboard-response,,,,final Foil,,,,1280
,0.7338709677419355,,,,,2,r,True,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (2276).jpg,0.0-20.0-1.0-0.43,0,True,,0,False,,False,False,,False,False,,0,0,5,2,,,1,,,,1,f,,1057,6814b5ee10cbb2101b85729a,images/1 (2276).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,248,2238363,,37.36,9olJnbQaOWavrhjXy2rb,1013,image-keyboard-response,,,,final Foil,,,,1280
,,,False,,,2,r,,,,,,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1598).jpg,0.0-9.0-2.0-0.10,0,True,True,0,,True,True,False,True,True,False,5,5,0,10,0,,,1,,,,,,,,6814b5ee10cbb2101b85729a,images/1 (1598).jpg,B,B,,11,11,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initial_study,4,4,0,477,930663,,15.56,9qGX1gD01nCl9s66t9dI,321,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1280
,0.6666666666666666,,True,,,2,r,True,True,,,j,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (1783).jpg,0.0-6.0-10.0-0.5,0,True,True,0,False,True,True,False,True,True,True,2,2,3,,0,,,1,,,,1,j,,1220,6814b5ee10cbb2101b85729a,images/1 (1783).jpg,Dn+1,Dn,,13,13,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,6,6,17,475,550683,,9.23,A0VniCsCPsUz1V1L4DVI,132,image-keyboard-response,1,1,1,"current target, in next trial",,,,1280
,0.875,,False,,,2,r,True,True,,,j,T_target,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (864).jpg,0.0-13.0-10.0-0.7,0,True,True,0,False,True,True,False,True,True,False,9,9,False,,0,,,1,,,,1,j,,1133,6814b5ee10cbb2101b85729a,images/1 (864).jpg,B,B,,28,28,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,initialTest_response,8,8,0,155,1630114,,27.22,A3buuLf7GnkDgWCzczZt,666,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1280
,0.7327935222672065,,,,,2,r,False,,,,f,F,3,,,,,720,67eac4d6bf3d1c4df7bd65df,1 (711).jpg,0.0-20.0-1.0-0.42,0,True,,0,False,,False,False,,False,False,,0,0,5,10,,,1,,,,0,j,,1058,6814b5ee10cbb2101b85729a,images/1 (711).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67eac4d6bf3d1c4df7bd65df,,,finalTest,,0,0,247,2237190,,37.34,A5pdKbfQ1tGpA0P5Js3e,1012,image-keyboard-response,,,,final Foil,,,,1280
